ticket_id,customer_id,category,status,created_at,resolved_at,churn_risk
2770,2548,Product Issue,In Progress,2024-09-02 20:24:42.468373,2024-01-10 23:22:05.835386,0.0
2771,5648,Shipping,Closed,2024-04-20 01:14:30.525722,2024-07-11 12:07:10.264728,0.0
2772,6527,Return,Closed,2024-07-04 17:33:59.821699,2024-03-17 07:10:29.568345,0.0
2773,8625,Other,In Progress,2024-07-26 10:14:35.999736,2024-02-02 11:37:36.309148,0.0
2774,3489,Other,Closed,2024-10-25 08:41:18.274784,2024-03-05 18:25:38.893825,0.0
2775,8667,Return,Closed,2024-03-23 01:40:50.654966,2024-07-13 03:27:54.993307,0.0
2776,4385,Other,In Progress,2024-04-13 06:25:22.612520,2024-09-12 01:28:39.558485,0.0
2777,2521,Return,Closed,2024-10-03 11:21:59.830172,2024-04-16 02:09:07.340948,0.0
2778,1135,Product Issue,Open,2024-05-31 16:42:22.908571,2024-07-01 19:01:20.057906,0.0
2779,8002,Account,Closed,2024-04-17 20:22:56.640319,,0.25
2780,8920,Shipping,In Progress,2024-08-02 11:33:35.374297,2024-03-15 13:47:52.565062,0.0
2781,4595,Other,Closed,2024-02-02 16:26:17.981812,2024-04-09 23:22:41.197830,0.25
2782,7046,Account,In Progress,2024-07-23 00:33:39.758293,,0.0
2783,3312,Shipping,In Progress,2024-07-15 22:44:21.338235,2024-09-10 09:45:44.191217,0.0
2784,2923,Return,Closed,2024-01-31 13:16:09.764060,2024-05-14 13:54:19.412333,0.25
2785,2776,Account,Closed,2024-10-12 12:30:58.148923,,0.25
2786,6460,Shipping,In Progress,2024-04-19 09:08:54.781699,2024-01-27 20:10:57.477079,0.0
2787,5178,Account,Open,2024-02-06 14:50:43.224903,2024-03-18 09:22:14.241292,0.0
2788,9820,Other,Open,2024-06-30 11:33:49.524806,2024-09-23 13:05:28.104867,0.0
2789,9061,Shipping,Closed,2024-03-07 22:46:05.095912,2024-03-17 06:56:52.757124,0.0
2790,7668,Account,Closed,2024-05-14 06:14:33.979773,,0.25
2791,1519,Shipping,Open,2024-03-13 14:20:26.468962,,0.25
2792,9129,Product Issue,In Progress,2024-09-23 01:17:27.063493,2024-05-14 10:55:55.518548,0.0
2793,7716,Account,In Progress,2024-05-07 13:40:46.920451,,0.0
2794,2207,Product Issue,Open,2024-01-02 18:10:48.678546,2024-09-05 07:33:20.062278,0.0
2795,3441,Product Issue,Open,2024-02-23 13:10:25.240940,2024-08-19 03:07:13.918058,0.0
2796,300,Return,Open,2024-05-04 21:40:27.453095,2024-09-15 02:05:59.655522,0.25
2797,8358,Account,Open,2024-02-14 02:56:21.378412,2024-03-28 08:03:28.792616,0.0
2798,7992,Return,Open,2024-06-05 12:29:39.688620,2024-09-21 05:38:39.954773,0.0
2799,3119,Other,Open,2024-08-01 16:16:48.514064,,0.0
2800,4955,Product Issue,In Progress,2024-06-23 19:24:21.797237,2024-10-06 10:00:01.650954,0.0
2801,5128,Product Issue,Open,2024-02-19 21:10:37.080554,2024-03-09 02:50:51.772914,0.25
2802,2567,Account,Open,2024-05-11 11:17:41.506925,2024-08-04 05:59:33.703456,0.0
2803,6245,Account,Closed,2024-06-02 02:16:21.335781,2024-10-20 02:22:42.439587,0.0
2804,1387,Other,In Progress,2024-09-01 00:01:41.312457,2024-06-18 10:24:42.175499,0.0
2805,6722,Return,In Progress,2024-05-09 09:53:30.526956,2024-01-21 04:39:34.120034,0.25
2806,44,Product Issue,Open,2024-08-09 20:45:18.539178,,0.0
2807,8784,Shipping,In Progress,2024-03-13 14:55:42.339970,2024-05-14 15:44:22.858471,0.0
2808,4427,Account,Closed,2024-06-28 18:19:19.415522,2024-09-07 08:09:55.709458,0.25
2809,4338,Other,In Progress,2024-05-25 18:21:09.039028,2024-04-22 09:06:36.549227,0.25
2810,4808,Product Issue,In Progress,2024-04-15 04:35:27.539453,2024-06-15 17:50:19.743041,0.0
2811,804,Product Issue,Closed,2024-01-17 02:00:33.766908,2024-03-09 04:30:09.101668,0.0
2812,874,Product Issue,Closed,2024-05-17 00:41:13.073683,2024-05-13 23:30:28.612299,0.0
2813,995,Shipping,In Progress,2024-01-19 08:12:39.306660,2024-09-01 03:24:20.013499,0.0
2814,911,Account,Closed,2024-06-02 04:09:01.176334,,0.0
2815,189,Other,In Progress,2024-09-15 09:07:20.978676,2024-06-23 10:21:32.800286,0.0
2816,4712,Shipping,In Progress,2024-02-10 03:25:08.929133,,0.0
2817,9732,Account,Open,2024-09-12 14:57:27.185652,2024-06-20 18:15:10.604779,0.25
2818,5894,Shipping,Open,2024-05-24 13:17:54.550950,,0.0
2819,1034,Account,In Progress,2024-07-13 22:44:57.339736,,0.25
2820,3797,Shipping,Open,2024-04-27 01:43:14.354294,2024-01-04 23:06:33.829118,0.0
2821,9617,Shipping,In Progress,2024-08-27 08:36:38.126421,2024-01-08 11:36:59.756187,0.0
2822,3319,Product Issue,In Progress,2024-04-27 15:31:30.974830,2024-04-03 00:06:31.457121,0.0
2823,9012,Shipping,In Progress,2024-06-04 06:09:00.778190,2024-05-04 00:57:29.196926,0.25
2824,8866,Other,Open,2024-02-24 03:14:28.442728,2024-10-02 12:23:18.450536,0.5
2825,1578,Account,Closed,2024-07-26 17:00:27.928301,,0.25
2826,2380,Return,Closed,2024-08-23 15:37:51.382416,,0.25
2827,1242,Other,Closed,2024-04-28 12:19:36.650507,2024-03-26 08:18:59.080643,0.0
2828,5186,Account,Open,2024-08-13 20:28:37.198124,2024-04-17 15:08:22.482665,0.0
2829,9349,Other,Closed,2024-05-24 00:32:14.716663,2024-08-12 11:12:01.151645,0.25
2830,9382,Product Issue,In Progress,2024-06-15 19:06:01.761245,2024-03-21 19:58:48.378802,0.0
2831,4584,Account,Open,2024-10-15 21:51:55.410247,,0.0
2832,7132,Return,Open,2024-06-29 22:45:56.603201,2024-02-04 05:27:55.556621,0.0
2833,5031,Other,In Progress,2024-02-21 15:37:33.954614,,0.0
2834,7525,Account,Open,2024-07-13 14:40:35.228571,,0.25
2835,5110,Account,Open,2024-02-26 02:38:04.285009,2024-08-12 01:40:57.536703,0.25
2836,4014,Shipping,Open,2024-02-22 06:45:04.510350,2024-06-24 15:16:38.175566,0.25
2837,3743,Product Issue,Closed,2024-09-20 14:09:05.333277,2024-10-05 13:31:30.015965,0.0
2838,6449,Product Issue,Open,2024-07-10 21:44:40.718890,,0.0
2839,3011,Shipping,In Progress,2024-09-02 18:58:33.418043,2024-01-28 18:54:58.079458,0.0
2840,6274,Shipping,Open,2024-03-27 02:01:53.969620,2024-07-10 05:12:31.789077,0.25
2841,8636,Account,In Progress,2024-05-29 22:45:59.272334,2024-06-24 22:47:22.642481,0.0
2842,230,Return,Closed,2024-08-14 07:37:26.466030,2024-02-25 14:11:13.277640,0.25
2843,4212,Shipping,Open,2024-06-22 14:08:58.428221,2024-09-09 19:05:06.644145,0.5
2844,1408,Return,Closed,2024-08-05 09:27:22.883162,2024-08-31 10:54:50.616040,0.25
2845,6633,Shipping,Open,2024-10-06 15:13:44.123061,2024-01-12 07:31:59.366012,0.0
2846,3557,Product Issue,In Progress,2024-08-27 02:54:06.119839,2024-04-23 12:41:04.333572,0.0
2847,1918,Account,Open,2024-09-21 23:08:54.384572,,0.5
2848,6180,Account,Open,2024-05-24 22:32:28.977548,2024-04-20 03:03:41.208559,0.0
2849,2361,Account,Closed,2024-04-24 15:37:44.029575,,0.0
2850,1730,Return,In Progress,2024-02-29 19:44:14.448415,2024-06-11 02:15:07.226970,0.5
2851,8604,Account,In Progress,2024-02-14 13:29:47.933820,,0.25
2852,9010,Account,Open,2024-05-21 22:00:03.668344,,0.0
2853,9565,Other,Open,2024-06-14 17:30:45.268672,,0.0
2854,7738,Shipping,Open,2024-07-21 18:28:48.320179,2024-01-13 12:18:07.585518,0.25
2855,1979,Shipping,In Progress,2024-09-27 19:35:29.120986,,0.5
2856,431,Return,Open,2024-05-08 07:53:21.333396,2024-02-08 02:10:38.416463,0.25
2857,7339,Return,Closed,2024-08-18 06:15:49.645747,2024-05-30 13:22:40.022094,0.25
2858,6626,Other,In Progress,2024-06-22 13:29:42.893032,2024-08-19 08:31:37.018914,0.25
2859,9234,Account,In Progress,2024-06-16 23:23:50.954145,2024-01-28 09:53:29.064901,0.0
2860,5464,Other,Closed,2024-09-26 08:18:02.647979,,0.5
2861,8783,Account,In Progress,2024-10-06 15:32:32.998517,,0.0
2862,1636,Product Issue,Open,2024-01-04 11:48:41.172565,,0.0
2863,1583,Account,Closed,2024-06-02 20:55:03.247301,2024-04-24 22:32:25.886515,0.0
2864,9280,Shipping,In Progress,2024-07-30 04:19:55.060865,2024-10-01 19:07:08.866434,0.0
2865,9546,Product Issue,In Progress,2024-02-17 00:16:43.905091,2024-03-28 20:41:31.496981,0.25
2866,653,Product Issue,Open,2024-07-14 07:39:29.525902,2024-09-26 18:12:49.475477,0.75
2867,102,Return,Open,2024-05-08 20:08:53.416281,,0.25
2868,9084,Product Issue,Closed,2024-06-02 18:20:18.432333,2024-07-24 13:58:13.969197,0.0
2869,2621,Other,In Progress,2024-06-07 00:46:38.107387,2024-01-27 01:17:00.122222,0.0
2870,3687,Shipping,In Progress,2024-10-04 00:10:07.120439,,0.25
2871,4795,Product Issue,Open,2024-10-04 06:21:33.736175,2024-05-03 16:47:30.871252,0.0
2872,9915,Return,Open,2024-01-02 00:21:48.201823,2024-08-21 10:13:56.467341,0.0
2873,5561,Account,Open,2024-07-07 22:49:07.743031,,0.25
2874,3449,Shipping,In Progress,2024-02-09 10:50:53.862626,2024-04-27 02:36:49.072633,0.0
2875,4519,Product Issue,Closed,2024-03-24 18:27:18.949350,,0.0
2876,3825,Account,In Progress,2024-03-20 17:15:55.543939,2024-08-29 12:14:37.456593,0.0
2877,4760,Account,Open,2024-06-25 09:45:06.507431,2024-02-19 13:18:08.632665,0.25
2878,6079,Account,In Progress,2024-03-31 09:35:10.732352,2024-06-01 01:05:27.641593,0.25
2879,5085,Product Issue,Closed,2024-01-02 22:31:49.660295,2024-01-24 08:03:40.961459,0.25
2880,2301,Product Issue,Open,2024-07-17 09:59:10.745212,2024-02-12 05:11:32.983000,0.0
2881,4185,Shipping,Closed,2024-05-06 05:42:07.955582,,0.0
2882,6233,Account,In Progress,2024-08-30 14:26:49.153913,2024-06-30 01:24:40.690196,0.0
2883,1652,Account,Open,2024-03-05 19:15:15.020272,2024-05-22 19:25:04.427146,0.25
2884,1591,Return,Open,2024-01-13 23:06:09.660255,2024-09-23 03:38:18.332435,0.0
2885,5855,Shipping,Open,2024-01-24 14:20:39.494145,2024-05-20 19:50:03.976787,0.0
2886,4499,Return,Closed,2024-06-02 21:26:51.195390,,0.0
2887,5460,Shipping,Closed,2024-03-01 15:49:24.882238,2024-01-04 03:43:02.773749,0.0
2888,4439,Shipping,In Progress,2024-02-25 15:02:36.489192,,0.0
2889,1920,Account,Closed,2024-06-09 16:16:40.568848,2024-02-02 06:48:15.747253,0.25
2890,5414,Other,Closed,2024-05-08 16:53:41.022935,2024-09-09 07:34:41.803986,0.25
2891,5288,Shipping,Open,2024-03-01 11:43:44.217797,2024-07-23 20:55:38.279367,0.25
2892,5542,Product Issue,Closed,2024-05-16 20:38:26.512118,2024-02-28 06:29:02.306656,0.0
2893,3452,Shipping,In Progress,2024-02-17 15:10:25.978888,,0.0
2894,2290,Shipping,In Progress,2024-09-15 13:03:55.353016,2024-06-05 06:55:22.842822,0.0
2895,797,Product Issue,Open,2024-06-20 22:59:46.335876,2024-10-08 16:04:32.644939,0.0
2896,5902,Shipping,Closed,2024-10-09 02:52:24.329074,,0.5
2897,1143,Account,Closed,2024-04-25 23:42:43.840266,,0.0
2898,9882,Other,Open,2024-10-06 23:08:49.981638,2024-07-21 17:11:51.759771,0.25
2899,2012,Return,Open,2024-05-21 06:14:36.644182,2024-03-23 01:17:45.317584,0.0
2900,3409,Account,In Progress,2024-04-03 04:21:13.375660,2024-09-05 01:26:28.059942,0.0
2901,3262,Product Issue,Closed,2024-04-26 06:44:19.655888,2024-09-11 05:50:31.987932,0.0
2902,2936,Return,Closed,2024-06-04 02:37:48.233140,2024-10-12 21:20:34.968039,0.0
2903,7520,Return,Open,2024-09-08 02:03:34.984026,,0.0
2904,8148,Other,Open,2024-06-22 14:26:13.432148,,0.0
2905,1091,Product Issue,Closed,2024-01-28 22:19:00.554930,2024-04-08 07:57:00.203269,0.0
2906,5498,Return,In Progress,2024-05-02 03:32:55.359847,2024-07-19 15:07:40.981652,0.0
2907,7668,Return,In Progress,2024-09-14 12:19:34.492864,2024-05-03 21:15:08.851934,0.25
2908,5348,Product Issue,In Progress,2024-08-05 09:51:08.548099,,0.25
2909,1426,Return,Closed,2024-06-11 03:19:16.053728,2024-05-02 04:32:34.452497,0.25
2910,975,Account,Closed,2024-02-17 18:07:26.532865,2024-01-21 00:00:11.291409,0.0
2911,8211,Return,Closed,2024-08-07 21:32:20.996662,,0.0
2912,5856,Return,Open,2024-09-21 16:17:20.278523,,0.25
2913,2536,Product Issue,Closed,2024-07-08 03:47:48.498260,,0.25
2914,6972,Other,Open,2024-04-23 18:33:00.032216,2024-10-18 18:10:36.215321,0.0
2915,1742,Other,In Progress,2024-09-28 07:15:53.972129,2024-08-13 21:10:08.733932,0.0
2916,9983,Return,In Progress,2024-04-17 09:41:24.585910,,0.0
2917,8445,Account,Open,2024-06-19 12:29:39.388285,2024-03-21 10:23:47.569724,0.0
2918,5199,Product Issue,In Progress,2024-07-28 03:11:33.038565,2024-02-02 07:44:05.348320,0.25
2919,8514,Shipping,In Progress,2024-03-01 23:35:00.944356,,0.0
2920,8315,Other,In Progress,2024-10-24 19:40:44.784340,2024-07-31 20:00:06.378421,0.0
2921,6476,Product Issue,In Progress,2024-08-27 22:06:39.542553,2024-10-23 11:09:27.396044,0.0
2922,4269,Other,In Progress,2024-04-01 17:38:30.947972,2024-04-13 13:03:32.630116,0.25
2923,2876,Other,Open,2024-10-01 03:19:27.150441,2024-07-27 10:56:20.984728,0.25
2924,3682,Shipping,Open,2024-05-30 14:33:58.279170,2024-08-17 19:28:45.261107,0.0
2925,3062,Return,Closed,2024-10-25 00:13:36.300631,2024-05-29 19:34:37.544352,0.25
2926,7490,Account,Open,2024-02-10 06:25:43.912122,,0.25
2927,4612,Product Issue,Closed,2024-09-13 22:43:30.975023,2024-05-31 05:16:40.514117,0.25
2928,4666,Product Issue,Closed,2024-05-08 00:40:09.823305,2024-03-19 09:12:21.785439,0.25
2929,8936,Return,Open,2024-03-29 02:48:37.759008,2024-07-21 03:17:49.920940,0.0
2930,7353,Product Issue,Closed,2024-08-03 01:05:34.088725,,0.0
2931,435,Shipping,Closed,2024-03-06 03:05:03.683212,2024-02-05 22:40:09.893757,0.75
2932,672,Account,Closed,2024-01-10 19:33:23.185569,2024-07-07 11:25:47.500475,0.0
2933,5207,Account,Closed,2024-10-01 00:37:00.499639,2024-07-27 08:51:48.482619,0.0
2934,8495,Return,In Progress,2024-07-22 06:46:28.991246,2024-09-05 14:27:21.084018,0.0
2935,2921,Account,Open,2024-07-19 10:41:45.384413,,0.0
2936,1485,Other,Open,2024-03-12 17:08:32.036539,,0.0
2937,6050,Shipping,Open,2024-08-17 07:30:30.957720,2024-02-07 13:56:11.823446,0.0
2938,2479,Other,In Progress,2024-06-01 11:31:39.597896,2024-01-07 16:10:43.165774,0.0
2939,6231,Account,Closed,2024-02-18 09:09:48.947747,,0.0
2940,573,Product Issue,In Progress,2024-08-09 09:04:04.594020,2024-08-15 06:00:55.737880,0.0
2941,5364,Product Issue,In Progress,2024-09-24 15:32:04.046664,,0.0
2942,9371,Other,In Progress,2024-05-22 17:30:23.497298,2024-07-27 23:24:25.898652,0.0
2943,5820,Return,Closed,2024-03-12 12:48:55.514175,,0.5
2944,6785,Shipping,Closed,2024-01-06 18:12:32.104345,2024-02-20 07:43:20.882760,0.0
2945,948,Return,Closed,2024-03-23 17:22:43.015127,2024-08-09 12:38:45.329837,0.0
2946,1241,Return,In Progress,2024-01-14 07:26:57.555088,,0.25
2947,5788,Return,Open,2024-04-27 07:19:03.563922,2024-07-12 18:21:35.406912,0.25
2948,7823,Account,Open,2024-05-19 12:21:10.310040,2024-09-29 22:05:25.014374,0.25
2949,6912,Account,Closed,2024-06-07 07:19:31.431852,,0.0
2950,8440,Account,In Progress,2024-03-20 02:34:05.872140,2024-10-03 13:34:18.076801,0.0
2951,7853,Shipping,Closed,2024-05-22 00:29:28.797045,,0.25
2952,1779,Other,In Progress,2024-05-15 03:08:09.192245,2024-06-23 11:52:39.912057,0.0
2953,3254,Other,Open,2024-09-13 04:23:41.036392,2024-03-16 18:25:15.470524,0.0
2954,5108,Product Issue,In Progress,2024-01-08 07:44:06.065324,,0.0
2955,2867,Account,In Progress,2024-04-14 16:13:43.064322,2024-07-11 08:28:31.385113,0.5
2956,9675,Return,In Progress,2024-01-14 11:33:01.430886,2024-04-10 20:59:36.644931,0.0
2957,9960,Account,Closed,2024-09-07 04:45:16.133437,2024-05-25 03:26:24.160082,0.0
2958,7158,Product Issue,Closed,2024-03-29 06:51:43.457639,2024-01-20 20:05:01.727686,0.0
2959,1247,Return,Open,2024-01-22 14:27:03.868278,2024-05-14 07:51:29.527847,0.25
2960,581,Product Issue,Closed,2024-08-04 01:46:15.032114,2024-09-06 21:24:45.247062,0.0
2961,8457,Return,Open,2024-08-23 00:05:36.308721,,0.25
2962,1787,Product Issue,Closed,2024-09-24 23:03:16.555046,2024-10-04 04:29:50.503599,0.0
2963,3478,Other,In Progress,2024-10-11 01:52:25.338952,,0.0
2964,205,Return,Closed,2024-08-03 08:27:13.685627,2024-10-17 02:42:24.525502,0.25
2965,8867,Return,In Progress,2024-05-14 05:13:27.966069,2024-03-04 01:15:40.598686,0.0
2966,583,Return,In Progress,2024-01-31 14:14:33.307262,,0.5
2967,658,Product Issue,In Progress,2024-09-07 16:20:43.690954,2024-03-03 22:02:19.338946,0.0
2968,43,Other,Open,2024-10-17 14:14:39.659336,2024-09-30 00:14:54.127399,0.0
2969,7377,Account,Closed,2024-08-28 00:26:40.706104,2024-08-23 17:13:01.313805,0.0
2970,867,Other,Open,2024-08-18 10:42:13.693092,,0.25
2971,616,Return,In Progress,2024-10-10 12:34:22.934245,,0.25
2972,555,Shipping,Open,2024-03-03 10:31:52.231015,2024-10-05 23:57:35.900331,0.0
2973,8750,Account,In Progress,2024-04-08 17:14:05.009456,,0.0
2974,3148,Return,In Progress,2024-03-19 02:37:23.404077,2024-10-06 02:10:07.674135,0.25
2975,7232,Other,Open,2024-05-24 01:06:48.319533,2024-01-22 03:53:52.583013,0.0
2976,5510,Product Issue,Open,2024-05-21 14:04:16.852427,2024-01-28 09:11:39.383566,0.0
2977,6047,Account,Closed,2024-03-27 11:09:02.866566,2024-09-27 12:34:25.053010,0.0
2978,2196,Return,In Progress,2024-07-05 18:52:21.925375,,0.0
2979,8231,Product Issue,Closed,2024-05-08 11:44:38.233700,2024-01-11 02:00:32.396229,0.25
2980,3290,Shipping,Open,2024-03-08 00:49:23.691060,2024-06-29 19:19:25.248953,0.25
2981,9822,Account,Open,2024-08-16 03:01:26.595891,2024-01-06 19:42:17.559197,0.0
2982,3322,Account,In Progress,2024-07-20 01:35:13.039532,2024-04-20 21:37:00.101588,0.0
2983,4727,Other,Closed,2024-02-01 12:50:03.536263,2024-01-23 23:04:31.100347,0.0
2984,7037,Product Issue,Closed,2024-09-02 14:03:00.763256,2024-01-18 22:31:32.350389,0.0
2985,8156,Shipping,Closed,2024-02-14 18:13:46.058453,2024-03-03 03:44:42.339391,0.0
2986,4681,Return,Closed,2024-06-14 12:39:45.561052,2024-06-25 19:58:44.824161,0.0
2987,2314,Shipping,Open,2024-04-11 21:40:10.514565,2024-03-22 09:35:57.352628,0.0
2988,656,Shipping,Closed,2024-10-02 00:33:17.930145,2024-09-21 15:19:58.064798,0.5
2989,735,Product Issue,Open,2024-08-12 09:26:47.443694,2024-07-14 06:15:49.191766,0.25
2990,3207,Other,Closed,2024-08-27 15:07:47.929583,2024-06-01 03:59:35.715134,0.0
2991,81,Account,In Progress,2024-09-22 19:07:29.999219,2024-09-10 02:42:16.754846,0.0
2992,9610,Other,Open,2024-09-24 01:19:27.066117,2024-07-24 23:23:40.067490,0.25
2993,705,Return,Open,2024-03-15 19:32:42.438711,,0.25
2994,354,Shipping,Open,2024-07-21 18:17:05.924887,,0.0
2995,5714,Other,In Progress,2024-08-17 03:53:36.383724,2024-03-09 12:30:21.975543,0.5
2996,8071,Return,Open,2024-02-28 03:57:58.325563,2024-10-28 07:45:17.720856,0.0
2997,4749,Return,Closed,2024-02-10 17:46:52.681530,2024-09-19 22:40:56.204042,0.0
2998,2162,Other,In Progress,2024-09-21 04:59:19.685714,2024-10-25 20:33:28.110747,0.0
2999,8674,Account,In Progress,2024-07-12 14:40:30.688015,2024-10-17 06:17:12.902157,0.0
3000,2326,Account,In Progress,2024-02-26 11:05:35.384916,2024-03-28 07:57:39.822839,0.0
3001,252,Return,Closed,2024-04-28 10:23:20.887619,2024-04-29 09:59:35.521656,0.25
3002,9210,Return,Open,2024-07-11 01:27:45.065025,2024-05-20 17:09:50.307337,0.25
3003,4125,Product Issue,Open,2024-07-26 07:52:24.101955,,0.25
3004,6701,Shipping,Closed,2024-04-07 12:37:17.568053,,0.25
3005,3165,Other,In Progress,2024-03-03 19:25:59.689313,2024-10-27 15:27:24.546663,0.0
3006,6274,Shipping,Open,2024-09-29 01:13:07.583886,2024-03-25 02:04:47.630266,0.25
3007,7482,Shipping,Open,2024-02-07 00:04:36.849216,2024-09-06 03:19:29.383493,0.25
3008,4515,Shipping,Closed,2024-02-01 14:52:20.415821,2024-05-13 23:25:21.367307,0.0
3009,6678,Return,Closed,2024-04-05 07:51:11.460462,2024-05-07 18:02:33.327401,0.25
3010,8733,Product Issue,Closed,2024-02-18 16:22:23.874530,,0.0
3011,4835,Shipping,Closed,2024-09-13 22:13:20.504215,,0.0
3012,2249,Shipping,Closed,2024-04-07 21:57:25.771174,2024-02-24 15:55:56.702816,0.0
3013,7167,Return,Closed,2024-04-10 08:29:05.574926,2024-04-22 19:41:11.751968,0.0
3014,5196,Return,Closed,2024-04-20 09:07:18.685303,2024-06-09 22:13:07.455942,0.25
3015,5670,Shipping,Closed,2024-10-02 06:40:25.614113,2024-03-25 22:20:07.642111,0.25
3016,957,Shipping,Closed,2024-06-18 08:10:32.698484,2024-03-25 09:39:32.118546,0.25
3017,3392,Return,Closed,2024-07-29 22:58:07.124193,,0.0
3018,386,Other,In Progress,2024-01-31 12:00:18.713074,2024-05-10 22:32:42.696320,0.0
3019,3823,Return,In Progress,2024-05-20 01:55:51.916484,2024-05-11 00:07:57.733608,0.25
3020,7927,Shipping,In Progress,2024-02-28 09:01:54.794644,2024-05-30 13:53:21.983895,0.0
3021,768,Other,In Progress,2024-08-12 20:13:11.953306,,0.0
3022,7863,Other,Open,2024-01-15 10:01:12.592220,,0.0
3023,4874,Shipping,Open,2024-03-19 05:48:26.968480,2024-07-06 09:50:02.247207,0.25
3024,7487,Other,Open,2024-02-28 21:56:47.118472,,0.0
3025,5503,Product Issue,Closed,2024-03-02 06:21:54.842765,,0.25
3026,5803,Product Issue,Open,2024-04-04 11:30:50.153172,,0.0
3027,7584,Return,Open,2024-09-15 03:30:30.102691,2024-02-16 06:00:24.105653,0.0
3028,731,Shipping,Open,2024-10-14 14:37:18.154488,2024-08-04 10:16:46.338442,0.0
3029,3412,Other,Closed,2024-03-13 11:59:55.303138,2024-09-23 13:29:03.977330,0.0
3030,3714,Other,In Progress,2024-06-02 20:20:27.823193,,0.0
3031,832,Return,Open,2024-09-15 20:04:59.500544,2024-02-07 15:05:15.574798,0.0
3032,1730,Shipping,Open,2024-08-30 15:36:56.076993,,0.5
3033,5557,Other,In Progress,2024-02-19 07:20:52.108531,2024-06-29 07:08:54.435764,0.0
3034,2969,Shipping,In Progress,2024-02-18 05:06:27.405454,,0.0
3035,6598,Other,Closed,2024-03-13 01:28:16.461374,2024-01-24 17:27:30.811386,0.25
3036,8850,Account,Open,2024-06-17 15:13:21.689120,2024-08-08 01:45:43.280526,0.5
3037,9065,Other,Closed,2024-02-06 04:02:13.160435,2024-09-26 19:12:48.355977,0.0
3038,2072,Return,Open,2024-03-29 20:55:01.046849,,0.0
3039,6090,Shipping,Open,2024-01-30 16:40:32.919795,2024-06-22 04:44:38.526401,0.25
3040,6193,Product Issue,In Progress,2024-08-28 23:14:47.126199,2024-01-30 11:55:16.559744,0.0
3041,5610,Shipping,Open,2024-02-14 13:22:26.050636,,0.0
3042,1264,Return,In Progress,2024-09-09 11:44:38.775777,2024-04-07 08:24:32.251527,0.0
3043,1241,Account,Open,2024-04-29 00:41:23.079395,,0.25
3044,151,Product Issue,Open,2024-02-15 06:56:18.228299,2024-01-11 06:11:56.326496,0.0
3045,9343,Return,In Progress,2024-02-19 22:03:17.636629,2024-07-07 22:16:34.389870,0.0
3046,6278,Shipping,Open,2024-07-15 09:14:25.459380,,0.25
3047,2384,Return,Closed,2024-07-17 04:46:26.180325,2024-03-03 03:27:50.583649,0.0
3048,6286,Other,In Progress,2024-09-29 19:23:41.812891,2024-01-08 23:05:02.130399,0.25
3049,8416,Product Issue,Open,2024-05-05 00:12:46.569161,2024-09-16 00:50:41.280235,0.75
3050,475,Other,In Progress,2024-01-14 15:33:02.762006,2024-10-24 04:58:29.733238,0.25
3051,2530,Product Issue,In Progress,2024-06-15 19:04:39.535488,2024-06-24 15:46:30.288239,0.0
3052,9646,Product Issue,Open,2024-07-02 18:26:49.474111,2024-09-03 00:27:34.849095,0.0
3053,1205,Other,Open,2024-07-18 11:38:16.614093,2024-09-01 13:44:23.721494,0.0
3054,1487,Account,In Progress,2024-04-30 11:09:38.551810,2024-03-01 00:14:47.255837,0.0
3055,9896,Shipping,In Progress,2024-06-09 18:20:35.661196,2024-04-12 09:09:43.864846,0.75
3056,5048,Return,In Progress,2024-01-27 17:13:44.692595,,0.0
3057,7284,Account,Open,2024-09-17 11:07:02.783864,2024-06-17 17:06:37.572091,0.25
3058,6591,Shipping,Closed,2024-05-08 23:14:47.605971,2024-07-05 20:13:57.597769,0.25
3059,9921,Shipping,Closed,2024-01-31 14:52:40.078264,2024-03-17 04:15:51.493376,0.25
3060,4859,Return,Closed,2024-01-26 16:04:31.462226,2024-08-17 07:59:01.080526,0.0
3061,6680,Account,In Progress,2024-05-22 15:47:58.528742,2024-08-04 23:22:24.729736,0.0
3062,7711,Product Issue,Closed,2024-09-23 01:30:57.160979,2024-08-24 01:42:13.356993,0.25
3063,3931,Return,Open,2024-07-04 11:55:04.284963,,0.25
3064,786,Product Issue,Closed,2024-10-15 18:01:13.761865,2024-05-17 04:58:26.022315,0.25
3065,3823,Return,Closed,2024-09-16 11:38:40.973268,2024-08-28 22:11:06.068165,0.25
3066,4189,Product Issue,Closed,2024-06-15 18:19:04.307574,2024-01-31 21:46:25.471093,0.0
3067,8894,Other,Open,2024-02-15 06:22:49.757425,,0.0
3068,5830,Other,Open,2024-02-10 18:33:28.161040,,0.0
3069,4798,Return,Open,2024-01-28 04:50:44.366525,2024-10-04 01:11:39.984746,0.0
3070,1881,Other,Closed,2024-01-23 19:18:45.909988,,0.0
3071,1973,Other,Open,2024-06-09 22:50:34.063469,,0.25
3072,8958,Account,Open,2024-02-15 22:46:10.194631,2024-04-19 12:35:52.582709,0.0
3073,9107,Other,In Progress,2024-02-02 18:07:48.534455,2024-03-06 06:24:29.789365,0.0
3074,9564,Shipping,Closed,2024-06-25 17:55:20.874071,2024-05-07 01:59:36.537434,0.25
3075,6121,Account,Closed,2024-08-05 04:22:17.686603,2024-09-03 13:10:05.969760,0.5
3076,4031,Product Issue,In Progress,2024-06-07 20:11:20.027591,,0.0
